URL,Page Type,City,Area,Service,Primary Intent,Index Status,Canonical,Sitemap,Action,Reason
https://fiixup.in/bangalore/bike-service-near-me,Locality Service,bangalore,,bike-service-near-me,bike service near me in bangalore,"index,follow",https://fiixup.in/bangalore/bike-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/bike-towing-near-me,Locality Service,bangalore,,bike-towing-near-me,bike towing near me in bangalore,"index,follow",https://fiixup.in/bangalore/bike-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/bommanahalli,Locality Hub,bangalore,bommanahalli,,in bommanahalli,"index,follow",https://fiixup.in/bangalore/bommanahalli,Yes,KEEP,
https://fiixup.in/bangalore/btm-layout,Locality Hub,bangalore,btm-layout,,in btm layout,"index,follow",https://fiixup.in/bangalore/btm-layout,Yes,KEEP,
https://fiixup.in/bangalore/btm-layout/24-7-roadside-assistance,Locality Service,bangalore,btm-layout,24-7-roadside-assistance,24 7 roadside assistance in btm layout,"index,follow",https://fiixup.in/bangalore/btm-layout/24-7-roadside-assistance,Yes,KEEP,
https://fiixup.in/bangalore/btm-layout/bike-garage-near-me,Locality Service,bangalore,btm-layout,bike-garage-near-me,bike garage near me in btm layout,"index,follow",https://fiixup.in/bangalore/btm-layout/bike-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/car-ac-service-near-me,Locality Service,bangalore,,car-ac-service-near-me,car ac service near me in bangalore,"index,follow",https://fiixup.in/bangalore/car-ac-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/car-breakdown-service-near-me,Locality Service,bangalore,,car-breakdown-service-near-me,car breakdown service near me in bangalore,"index,follow",https://fiixup.in/bangalore/car-breakdown-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/car-garage-near-me,Locality Service,bangalore,,car-garage-near-me,car garage near me in bangalore,"index,follow",https://fiixup.in/bangalore/car-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/car-jumpstart-near-me,Locality Service,bangalore,,car-jumpstart-near-me,car jumpstart near me in bangalore,"index,follow",https://fiixup.in/bangalore/car-jumpstart-near-me,Yes,KEEP,
https://fiixup.in/bangalore/car-mechanic-near-me,Locality Service,bangalore,,car-mechanic-near-me,car mechanic near me in bangalore,"index,follow",https://fiixup.in/bangalore/car-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/car-oil-change-services,Locality Service,bangalore,,car-oil-change-services,car oil change services in bangalore,"index,follow",https://fiixup.in/bangalore/car-oil-change-services,Yes,KEEP,
https://fiixup.in/bangalore/car-repair-near-me,Locality Service,bangalore,,car-repair-near-me,car repair near me in bangalore,"index,follow",https://fiixup.in/bangalore/car-repair-near-me,Yes,KEEP,
https://fiixup.in/bangalore/car-service-near-me,Locality Service,bangalore,,car-service-near-me,car service near me in bangalore,"index,follow",https://fiixup.in/bangalore/car-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/car-towing-near-me,Locality Service,bangalore,,car-towing-near-me,car towing near me in bangalore,"index,follow",https://fiixup.in/bangalore/car-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city,Locality Hub,bangalore,electronic-city,,in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/24-7-roadside-assistance,Locality Service,bangalore,electronic-city,24-7-roadside-assistance,24 7 roadside assistance in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/24-7-roadside-assistance,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/bike-garage-near-me,Locality Service,bangalore,electronic-city,bike-garage-near-me,bike garage near me in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/bike-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/bike-mechanic-near-me,Locality Service,bangalore,electronic-city,bike-mechanic-near-me,bike mechanic near me in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/bike-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/bike-towing-near-me,Locality Service,bangalore,electronic-city,bike-towing-near-me,bike towing near me in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/bike-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/car-breakdown-service-near-me,Locality Service,bangalore,electronic-city,car-breakdown-service-near-me,car breakdown service near me in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/car-breakdown-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/car-garage-near-me,Locality Service,bangalore,electronic-city,car-garage-near-me,car garage near me in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/car-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/car-mechanic-near-me,Locality Service,bangalore,electronic-city,car-mechanic-near-me,car mechanic near me in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/car-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/car-towing-near-me,Locality Service,bangalore,electronic-city,car-towing-near-me,car towing near me in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/car-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/mechanic-near-me,Locality Service,bangalore,electronic-city,mechanic-near-me,mechanic near me in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/electronic-city/puncture-repair-near-me,Locality Service,bangalore,electronic-city,puncture-repair-near-me,puncture repair near me in electronic city,"index,follow",https://fiixup.in/bangalore/electronic-city/puncture-repair-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hebbal,Locality Hub,bangalore,hebbal,,in hebbal,"index,follow",https://fiixup.in/bangalore/hebbal,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout,Locality Hub,bangalore,hsr-layout,,in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/24-7-roadside-assistance,Locality Service,bangalore,hsr-layout,24-7-roadside-assistance,24 7 roadside assistance in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/24-7-roadside-assistance,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/bike-garage-near-me,Locality Service,bangalore,hsr-layout,bike-garage-near-me,bike garage near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/bike-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/bike-jumpstart-near-me,Locality Service,bangalore,hsr-layout,bike-jumpstart-near-me,bike jumpstart near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/bike-jumpstart-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/bike-mechanic-near-me,Locality Service,bangalore,hsr-layout,bike-mechanic-near-me,bike mechanic near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/bike-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/bike-towing-near-me,Locality Service,bangalore,hsr-layout,bike-towing-near-me,bike towing near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/bike-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/car-breakdown-service-near-me,Locality Service,bangalore,hsr-layout,car-breakdown-service-near-me,car breakdown service near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/car-breakdown-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/car-garage-near-me,Locality Service,bangalore,hsr-layout,car-garage-near-me,car garage near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/car-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/car-jumpstart-near-me,Locality Service,bangalore,hsr-layout,car-jumpstart-near-me,car jumpstart near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/car-jumpstart-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/car-mechanic-near-me,Locality Service,bangalore,hsr-layout,car-mechanic-near-me,car mechanic near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/car-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/car-towing-near-me,Locality Service,bangalore,hsr-layout,car-towing-near-me,car towing near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/car-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/mechanic-near-me,Locality Service,bangalore,hsr-layout,mechanic-near-me,mechanic near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/hsr-layout/puncture-repair-near-me,Locality Service,bangalore,hsr-layout,puncture-repair-near-me,puncture repair near me in hsr layout,"index,follow",https://fiixup.in/bangalore/hsr-layout/puncture-repair-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar,Locality Hub,bangalore,indiranagar,,in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/24-7-roadside-assistance,Locality Service,bangalore,indiranagar,24-7-roadside-assistance,24 7 roadside assistance in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/24-7-roadside-assistance,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/bike-garage-near-me,Locality Service,bangalore,indiranagar,bike-garage-near-me,bike garage near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/bike-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/bike-jumpstart-near-me,Locality Service,bangalore,indiranagar,bike-jumpstart-near-me,bike jumpstart near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/bike-jumpstart-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/bike-mechanic-near-me,Locality Service,bangalore,indiranagar,bike-mechanic-near-me,bike mechanic near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/bike-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/bike-towing-near-me,Locality Service,bangalore,indiranagar,bike-towing-near-me,bike towing near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/bike-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/car-breakdown-service-near-me,Locality Service,bangalore,indiranagar,car-breakdown-service-near-me,car breakdown service near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/car-breakdown-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/car-garage-near-me,Locality Service,bangalore,indiranagar,car-garage-near-me,car garage near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/car-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/car-jumpstart-near-me,Locality Service,bangalore,indiranagar,car-jumpstart-near-me,car jumpstart near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/car-jumpstart-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/car-mechanic-near-me,Locality Service,bangalore,indiranagar,car-mechanic-near-me,car mechanic near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/car-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/car-towing-near-me,Locality Service,bangalore,indiranagar,car-towing-near-me,car towing near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/car-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/mechanic-near-me,Locality Service,bangalore,indiranagar,mechanic-near-me,mechanic near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/indiranagar/puncture-repair-near-me,Locality Service,bangalore,indiranagar,puncture-repair-near-me,puncture repair near me in indiranagar,"index,follow",https://fiixup.in/bangalore/indiranagar/puncture-repair-near-me,Yes,KEEP,
https://fiixup.in/bangalore/jayanagar,Locality Hub,bangalore,jayanagar,,in jayanagar,"index,follow",https://fiixup.in/bangalore/jayanagar,Yes,KEEP,
https://fiixup.in/bangalore/jp-nagar,Locality Hub,bangalore,jp-nagar,,in jp nagar,"index,follow",https://fiixup.in/bangalore/jp-nagar,Yes,KEEP,
https://fiixup.in/bangalore/koramangala,Locality Hub,bangalore,koramangala,,in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/24-7-roadside-assistance,Locality Service,bangalore,koramangala,24-7-roadside-assistance,24 7 roadside assistance in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/24-7-roadside-assistance,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/bike-garage-near-me,Locality Service,bangalore,koramangala,bike-garage-near-me,bike garage near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/bike-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/bike-jumpstart-near-me,Locality Service,bangalore,koramangala,bike-jumpstart-near-me,bike jumpstart near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/bike-jumpstart-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/bike-mechanic-near-me,Locality Service,bangalore,koramangala,bike-mechanic-near-me,bike mechanic near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/bike-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/bike-towing-near-me,Locality Service,bangalore,koramangala,bike-towing-near-me,bike towing near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/bike-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/car-breakdown-service-near-me,Locality Service,bangalore,koramangala,car-breakdown-service-near-me,car breakdown service near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/car-breakdown-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/car-garage-near-me,Locality Service,bangalore,koramangala,car-garage-near-me,car garage near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/car-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/car-jumpstart-near-me,Locality Service,bangalore,koramangala,car-jumpstart-near-me,car jumpstart near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/car-jumpstart-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/car-mechanic-near-me,Locality Service,bangalore,koramangala,car-mechanic-near-me,car mechanic near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/car-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/car-towing-near-me,Locality Service,bangalore,koramangala,car-towing-near-me,car towing near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/car-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/mechanic-near-me,Locality Service,bangalore,koramangala,mechanic-near-me,mechanic near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/koramangala/puncture-repair-near-me,Locality Service,bangalore,koramangala,puncture-repair-near-me,puncture repair near me in koramangala,"index,follow",https://fiixup.in/bangalore/koramangala/puncture-repair-near-me,Yes,KEEP,
https://fiixup.in/bangalore/mahadevapura,Locality Hub,bangalore,mahadevapura,,in mahadevapura,"index,follow",https://fiixup.in/bangalore/mahadevapura,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli,Locality Hub,bangalore,marathahalli,,in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/24-7-roadside-assistance,Locality Service,bangalore,marathahalli,24-7-roadside-assistance,24 7 roadside assistance in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/24-7-roadside-assistance,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/bike-garage-near-me,Locality Service,bangalore,marathahalli,bike-garage-near-me,bike garage near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/bike-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/bike-jumpstart-near-me,Locality Service,bangalore,marathahalli,bike-jumpstart-near-me,bike jumpstart near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/bike-jumpstart-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/bike-mechanic-near-me,Locality Service,bangalore,marathahalli,bike-mechanic-near-me,bike mechanic near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/bike-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/bike-towing-near-me,Locality Service,bangalore,marathahalli,bike-towing-near-me,bike towing near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/bike-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/car-breakdown-service-near-me,Locality Service,bangalore,marathahalli,car-breakdown-service-near-me,car breakdown service near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/car-breakdown-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/car-garage-near-me,Locality Service,bangalore,marathahalli,car-garage-near-me,car garage near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/car-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/car-jumpstart-near-me,Locality Service,bangalore,marathahalli,car-jumpstart-near-me,car jumpstart near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/car-jumpstart-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/car-mechanic-near-me,Locality Service,bangalore,marathahalli,car-mechanic-near-me,car mechanic near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/car-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/car-towing-near-me,Locality Service,bangalore,marathahalli,car-towing-near-me,car towing near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/car-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/mechanic-near-me,Locality Service,bangalore,marathahalli,mechanic-near-me,mechanic near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/marathahalli/puncture-repair-near-me,Locality Service,bangalore,marathahalli,puncture-repair-near-me,puncture repair near me in marathahalli,"index,follow",https://fiixup.in/bangalore/marathahalli/puncture-repair-near-me,Yes,KEEP,
https://fiixup.in/bangalore/mechanic-near-me,Locality Service,bangalore,,mechanic-near-me,mechanic near me in bangalore,"index,follow",https://fiixup.in/bangalore/mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/puncture-repair-near-me,Locality Service,bangalore,,puncture-repair-near-me,puncture repair near me in bangalore,"index,follow",https://fiixup.in/bangalore/puncture-repair-near-me,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar,Locality Hub,bangalore,rajajinagar,,in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/24-7-roadside-assistance,Locality Service,bangalore,rajajinagar,24-7-roadside-assistance,24 7 roadside assistance in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/24-7-roadside-assistance,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/bike-garage-near-me,Locality Service,bangalore,rajajinagar,bike-garage-near-me,bike garage near me in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/bike-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/bike-mechanic-near-me,Locality Service,bangalore,rajajinagar,bike-mechanic-near-me,bike mechanic near me in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/bike-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/bike-towing-near-me,Locality Service,bangalore,rajajinagar,bike-towing-near-me,bike towing near me in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/bike-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/car-breakdown-service-near-me,Locality Service,bangalore,rajajinagar,car-breakdown-service-near-me,car breakdown service near me in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/car-breakdown-service-near-me,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/car-garage-near-me,Locality Service,bangalore,rajajinagar,car-garage-near-me,car garage near me in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/car-garage-near-me,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/car-mechanic-near-me,Locality Service,bangalore,rajajinagar,car-mechanic-near-me,car mechanic near me in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/car-mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/car-towing-near-me,Locality Service,bangalore,rajajinagar,car-towing-near-me,car towing near me in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/car-towing-near-me,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/mechanic-near-me,Locality Service,bangalore,rajajinagar,mechanic-near-me,mechanic near me in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/mechanic-near-me,Yes,KEEP,
https://fiixup.in/bangalore/rajajinagar/puncture-repair-near-me,Locality Service,bangalore,rajajinagar,puncture-repair-near-me,puncture repair near me in rajajinagar,"index,follow",https://fiixup.in/bangalore/rajajinagar/puncture-repair-near-me,Yes,KEEP,
https://fiixup.in/bangalore/royal-enfield-service-bangalore,Locality Service,bangalore,,royal-enfield-service-bangalore,royal enfield service bangalore in bangalore,"index,follow",https://fiixup.in/bangalore/royal-enfield-service-bangalore,Yes,KEEP,
https://fiixup.in/bangalore/sarjapur-road,Locality Hub,bangalore,sarjapur-road,,in sarjapur road,"index,follow",https://fiixup.in/bangalore/sarjapur-road,Yes,KEEP,
https://fiixup.in/bangalore/services/battery,City Service Category,bangalore,,battery,in bangalore,"index,follow",https://fiixup.in/bangalore/services/battery,Yes,KEEP,Category hub — verify underlying location_services rows are non-empty before treating as KEEP
https://fiixup.in/bangalore/services/bike,City Service Category,bangalore,,bike,in bangalore,"index,follow",https://fiixup.in/bangalore/services/bike,Yes,KEEP,Category hub — verify underlying location_services rows are non-empty before treating as KEEP
https://fiixup.in/bangalore/services/car,City Service Category,bangalore,,car,in bangalore,"index,follow",https://fiixup.in/bangalore/services/car,Yes,KEEP,Category hub — verify underlying location_services rows are non-empty before treating as KEEP
https://fiixup.in/bangalore/services/mechanic,City Service Category,bangalore,,mechanic,in bangalore,"index,follow",https://fiixup.in/bangalore/services/mechanic,Yes,KEEP,Category hub — verify underlying location_services rows are non-empty before treating as KEEP
https://fiixup.in/bangalore/services/puncture,City Service Category,bangalore,,puncture,in bangalore,"index,follow",https://fiixup.in/bangalore/services/puncture,Yes,KEEP,Category hub — verify underlying location_services rows are non-empty before treating as KEEP
https://fiixup.in/bangalore/services/roadside,City Service Category,bangalore,,roadside,in bangalore,"index,follow",https://fiixup.in/bangalore/services/roadside,Yes,KEEP,Category hub — verify underlying location_services rows are non-empty before treating as KEEP
https://fiixup.in/bangalore/services/towing,City Service Category,bangalore,,towing,in bangalore,"index,follow",https://fiixup.in/bangalore/services/towing,Yes,KEEP,Category hub — verify underlying location_services rows are non-empty before treating as KEEP
https://fiixup.in/bangalore/whitefield,Locality Hub,bangalore,whitefield,,in whitefield,"index,follow",https://fiixup.in/bangalore/whitefield,Yes,KEEP,
https://fiixup.in/bangalore/whitefield/24-7-roadside-assistance,Locality Service,bangalore,whitefield,24-7-roadside-assistance,24 7 roadside assistance in whitefield,"index,follow",https://fiixup.in/bangalore/whitefield/24-7-roadside-assistance,Yes,KEEP,
https://fiixup.in/bangalore/whitefield/bike-garage-near-me,Locality Service,bangalore,whitefield,bike-garage-near-me,bike garage near me in whitefield,"index,follow",https://fiixup.in/bangalore/whitefield/bike-garage-near-me,Yes,KEEP,
